name,party,person_id,vote_1,vote_2,vote_3,vote_4,vote_5,vote_6,vote_7,vote_8,vote_9,vote_10,vote_11,vote_12,vote_13,vote_14,vote_15,vote_16,vote_17,vote_18,vote_19,vote_20,vote_21,vote_22,vote_23,vote_24,vote_25,vote_26,vote_27,vote_28,vote_29,vote_30,comment_1,comment_2,comment_3,comment_4,comment_5,comment_6,comment_7,comment_8,comment_9,comment_10,comment_11,comment_12,comment_13,comment_14,comment_15,comment_16,comment_17,comment_18,comment_19,comment_20,comment_21,comment_22,comment_23,comment_24,comment_25,comment_26,comment_27,comment_28,comment_29,comment_30
"Ingrida Venciuvienė","Darbo partija",387,3,4,4,1,1,3,4,1,1,4,1,2,2,2,3,3,2,1,4,2,2,2,3,4,3,2,4,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Raimundas Markauskas","Darbo partija",1225,2,4,4,0,1,2,3,1,1,4,4,1,1,4,4,4,4,0,4,0,2,1,0,0,1,1,3,1,1,1,"Reikia didinti minimalią algą, nes tik mokėdami algas panašias į Vakarų Europos šalių galėsime sumažinti emigraciją","Mokesčiai yra dideli, reikia efektyviau skirstyti gaunamas lėšas","Paslaugos turi būti kokybiškos ir greitai suteikiamos.","Jei skolinimasis yra suteikiamas palankiomis sąlygomis, tuomet reiktų derinti skolinimąsi su taupymu","Įplaukos tikriausiai nesumažėtų, nes žmonės pirktų Lietuvoje,o ne Lenkijoje",,"Darbdaviai turi būti socialiai atsakingi",,,,"Smulkus verslas, mažos parduotuvėles maži miesteliai neturės tam galimybių","Nes Lietuva finansiškai nepasirengusi",,,,,,"Reikia megzti diplomatinius santykius ir gilintis ar viskas daroma saugiai",,,"Kaip ir buvimas Europos Sąjungoje","Valstybės saugumas turi būti didinamas, bet tai nebūtinai reikia sieti tik su Rusija",,"Su kaimynais reikia palaikyti kuo geresnius diplomatinius santykius, kiek tai įmanoma",,,,,,"Turėtų būti įvestas ir reiktų dėti kuo didesnes pastangas užtikrinant saugumą."
"Raimundas Paliukas","Darbo partija",1258,2,4,2,4,1,2,2,3,2,2,2,3,2,3,0,3,4,3,3,2,3,2,3,2,0,3,4,2,3,3,"Skatins viduje vartojimą",,"Mažinti ne paslaugas, o biurokratizmą","Reikia skolintis protingai",,,,"Lietuva ir taip pirmauja pagal taršos mažėjimą",,,,,,,,"Sekti ES pagrindinių valstybių, o ne Lenkijos pavyzdžiu","Perkelti į Grūto parką","Jau neįmanoma sustabdyti",,"Persiorientuoti į kitas rinkas","Sustabdė Lietuvos vystymąsi",,"Politizuotas, o ne ekonominis klausimas","Turi būti lanksti diplomatinė pozicija kaip kaimynių ES šalių",,"Būtų piktnaudžiaujama dviguba pilietybe",,"Kvotas derinti su Seimu","Kitose valstybėse apskritai nėra vienmandačių apygardų","Pagrindinėse Vakarų šalyse nėra internetinio balsavimo"
"Saulius Lapėnas","Darbo partija",121,1,4,3,2,1,1,2,3,3,3,1,3,1,4,2,3,4,1,4,2,4,1,2,4,4,1,1,2,2,4,"Verslo sąlygos blogesnės Lietuvoje nei išsivysčiusiose šalyse, dėl didelių per netiesioginių mokesčių ir dėl pernelyg mažų atlyginimų.","Valstybė privalo išmokti susirinkti esamus (galiojančius) mokesčius. Šiandien nesusirenka apie 1/3 nuo visų mokesčių.","Reikia mažinti biurokratų skaičių, o ne naudingų viešųjų paslaugų teikėjus (gydytojus, slaugytojus, socialinius darbuotojus, mokytojus ir t.t.)","Nekorektiškas klausimas. Abu variantai netinkami. Privalome efektyviau naudoti biudžeto lėšas (ne dotuojant nuostolingai dirbančių UAB, kaip pvz. Tauragės RATC)","Nekorektiškas klausimas. Kaip rodo pasaulinė praktika – sumažinus PVM, įplaukos į biudžetą padidėja.","Ekonomika yra arba jos nėra, arba ji neišvystyta. Lietuvoje nėra išvystytos ekonomikos, taigi reguliuoti, tai ko nėra – neįmanoma.","Nekorektiškas klausimas. Palankesnės sąlygos verslui sukuriamos, kai daugėja perkamąją galią turinčių vartotojų skaičius, o ne bedarbių.","Lietuvoje nėra gamyklų, nuo kurių veiklos didžia dalimi priklausytų klimato kaita.","Ne griežtos bausmės baimė stabdo nusikalstamumą, o jos neišvengiamumas ir prevencinės priemonės, kurių dar tikrai nepakanka.","Patirtis rodo, kad netikslūs rašmenys ES dokumentuose padeda nusikaltėliams išvengti atsakomybės. Vardan saugumo ES ir Lietuvoje, turi būti numatyta galimybė įrašyti papildomai vardo ir pavardės transkripcijai pvz. anglų kalba.","Kol Lietuvoje nebus išvystytos ekonomikos – tik specializuotose parduotuvėse. 
Keistas bandymas naudoti sąvoką „valstybinės parduotuvės“, kurių kaip ir nebeturėtų būti, laisvos rinkos sąlygas deklaruojančioje šalyje.","„Teisėta imigracija“ – neturėtų būti stabdoma, o neteisėtai - privalo būti užkertamas kelias.","Galiojantys įstatymai užtikrina visuomenės saugumą ir nereikalauja piliečių privataus gyvenimo apribojimų.","Tokių priemonių valdžia turi daugiau nei jai būtina, saugant tvarką.","Bet kuris pilietis turi turėti teisę į ekonominę partnerystę. Ir jei tai neprieštarauja įstatymams – visai nesvarbu, kokiu tikslu tai bus daroma.","Tarptautinė patirtis rodo, kad abortai pogrindyje atneša dar didesnė žalą moterų sveikatai ir grėsmes gyvybės išsaugojimui.",,,"Kai Rusijoje neliks sovietinio režimo, tada galėsim svarstyti  draudimo šiai simbolikai atšaukimą.","Lietuva turi elgtis taip, kad naudinga būtų mūsų gyventojams ir ginti mūsų šalies ekonominius interesus. Kaip beje elgiasi ir kitos ES senbuvės...","Yra tvirtinančių, kad ir vergovė gali būti naudinga. Juk vergus ne tik mušė ir žemino, bet ir maitino. Laisvės negalime vertinti ar matuoti ekonominės naudos kategorijomis.","Kodėl gynybinės galios stiprinimas turi bloginti santykius su Rusija? Rusija tai daro nesižvalgydama į mus ir mūsų nuomonę apie tai.","Tai – dalis politikos, svertas derybose ir reikalavimai turi būti naudojami Lietuvos piliečių naudai.","Santykių su Rusija tai nepagerins.","Kiekvienas Lietuvos pilietis turi mokėti ginti savo Tėvynę su šiuolaikiškais ginklais.","Kuo daugiau Lietuvos piliečių, tuo daugiau bus galinčių pareikalauti iš Lietuvos valdžios ginti valstybę karinių konfliktų atvejais. O valdžia turės teisę  iš ko pareikalauti aktyvaus dalyvavimo, vykdant pilietinę pareigą savo valstybei.","Finansinio suvereniteto praradimas negali būti „ „džiaugsmingai kompensuojamas“ kainų padidėjimu (importuojama infliacija). 
Daugelis kitų rimtų problemų, kol kas nuo visuomenės stropiai slepiama.","Pagal Lietuvos stojimo  į ES sutartį, ES turi teisę. Tačiau mes vietoje „pabėgėlių“ verčiami priimti – „migrantus“. O tarp šių oficialių juridinių sąvokų yra labai didelis skirtumas.",,"Tai nacionalinio saugumo klausimas. Juk nenorime, kad už mus balsuotu „hakeris“ iš Rusijos. O pasikartojančios kibernetinės atakos ir saugumo spragos kol kas nelikviduotos."
"Valentinas Mazuronis","Darbo partija",46,2,2,2,4,1,2,2,2,2,1,2,3,1,2,4,0,4,2,3,1,2,1,0,3,3,1,3,1,2,2,"Esu už tai, kad būtų ieškoma geriausio santykio. Dar geriau – MMA indeksavimas pasiekus norimą MMA lygį","Jeigu tikslas išplėsti socialinę paramą ir paslaugas – mokesčių didinimas ne vienintelis būdas tai pasiekti","Efektyvesnis veiklos organizavimas ir geresni darbuotojai daro stebuklus",,,,,,,,,"Noriu patikslinti, kad jeigu šnekame apie legalų emigracijos procesą – nematau tame jokios problemos, kai gaunamas leidimas dirbti ir gyventi, kreipiamasi iš anksto, atvykstama jau turint darbą ir t.t. Tačiau griežtai nepritariu priverstiniam emigrantų priėmimui, nes jie tapo karo pabėgėliaias. Padėti, priglausti – taip, automatiškai laikyti savo piliečiai ir integruoti – ne.",,,,,"Restauruoti reikia ir galima, bet jų likimas - muziejuje","Tačiau priešinimasis turi turėti aiškias ribas",,"Bet turime laikytis bendros ES ir NATO politikos tokiais klausimais",,,,,,,,,,"Estijos ir kitų šalių pavyzdžiai rodo, kad saugumas gali būti užtikrintas ir neaukojamas"
"Vidmantas Žiemelis","Darbo partija",797,4,4,3,4,3,1,2,1,4,1,1,1,4,2,4,1,4,1,4,1,4,1,1,4,4,1,3,3,1,3,"Ji turi būti didinama iki tam tikros ribos, kurią peržengus kenktų šalies verslui.","Turi didinti galimybes surinkti daugiau mokesčių skatinant investicijas.","Paslaugos turi išlikti, tačiau būtina mažinti darbuotojų skaičių.",,"Sumažinti reikia tiek ir tokiems maisto produktams, kad biudžeto įplaukos nemažėtų.",,"Lengvumo sąvoka yra neišaiškinta, todėl ji turi būti suprantama vadovaujantis protingumo principu.",,"Būtina įgyvendinti bausmės neišvengiamumo principą.","Jeigu Valstybinė lietuvių kalbos komisija pateiks teigiamą nuomonę, tada ,,taip”.",,"Turiu omeny teisėtomis.","Lietuvos Respublikos įstatymų numatytais atvejais.",,,,,,,,"Kelius, miestus ir gamyklas būtume turėję tokius kaip Suomijoje, jeigu ne sovietų okupacija.",,,,"Tačiau įvedus karinį apmokimą visose apmokymo įstaigose, ,,taip”.",,,"Sprendžiant šį klausimą reikia vadovautis sutartimi, pasirašyta su ES.",,"Tik tada kai nebeliktų pavojaus dėl klastojamų balsų.."
"Asta Nida Poderienė","Lietuvos sąrašas",1428,3,3,2,2,3,2,3,1,3,4,2,3,2,4,1,4,4,1,4,1,4,1,2,4,4,1,0,3,2,3,,,"Viešojo sektoriaus darbuotojų skaičius gali būti sumažintas, nemažinant valstybės teikiamų paslaugų",,"Sumažinus PVM,  nebūtinai sumažėtų maisto produktų kainos vartotojams.",,,,"Nusikaltėliai turi neišvengiamai susilaukti bausmės","Mūsų rašyba yra fonetinė, lietuviškos abėcėlės pakanka garsams užrašyti.","Tai tik viena iš priemonių. Svarbiausios – socialinės atskirties mažinimas ir švietimas.","Imigracija turi būti ribojama.","Išskyrus tuos atvejus, kai susiję su nacionaliniu saugumu.","Viešos protesto akcijos negali būti ribojamos, išskyrus tuos atvejus, kurie nurodyti LR Konstitucijoje","Bet santuoka sukurtai šeimai  - ypatinga valstybės  parama ir globa.",,,,,,,,,,"Ir stiprinamas patriotinis ugdymas, skatinamas tarnavimas savanoriais","Kartu su teisėmis suteikiant ir pareigas.",,,,
"Dainora Eigminienė","Lietuvos sąrašas",1398,4,0,0,3,3,2,3,1,3,2,3,3,2,4,1,3,3,1,4,1,4,1,4,4,4,1,3,2,2,2,,"Valstybė turėtų didinti kapitalo, bet mažinti darbo apmokestinimą ir gerinti paslaugų kokybę.","Šio sektoriaus darbuotojų skaičių galima mažinti, nemažinant jo teikiamų paslaugų.","Tik ne silpniausiųjų sąskaita, o dėl racionalaus ūkiško vadovavimo.",,"Tačiau privalo užtikrinti lygias ir sąžiningas konkurencijos sąlygas.",,,,"Lietuvos visuomenė turėtų apsispręsti, ar XXI amžiuje nereikėtų lietuviško raidyno papildyti trimis lotyniškomis raidėmis.","Alkoholizmo problemą reikia spręsti ne draudimais.","Reikia paisyti visuomenės intereso.","Institucijų savivalė neturi pažeisti asmens teisių.","Taikios protesto akcijos yra piliečio teisė, kuria garantuoja Konstitucija.","Tai piliečių teisė, privalu ją gerbti.",,,,,,,"Dėl Rusijos agresyvios politikos reikia stiprinti Lietuvos karinį pajėgumą.","Reikalauti reikia pripažinti okupaciją, nes tai kur kas svarbiau.",,,"Paveldėtos Lietuvos pilietybės niekas neturėtų atimti prieš  žmogaus valią.",,,,"Užsienio lietuviams tai aktualiausia ir būtina sudaryti tokia sąlygas"
"Darius Kuolys","Lietuvos sąrašas",1399,4,0,0,3,3,2,3,1,3,2,3,3,2,4,1,0,3,1,4,1,4,1,4,4,4,1,0,2,2,2,,"Valstybė turėtų didinti kapitalo, bet mažinti darbo apmokestinimą ir gerinti paslaugų kokybę.","Šio sektoriaus darbuotojų skaičių galima mažinti, nemažinant jo teikiamų paslaugų.","Viskas priklauso nuo  aplinkybių. Negalima diržų veržti silpniausių sąskaita.","Tokia yra Vakarų praktika, bet Lietuvos sąlygomis PVM sumažinimas vargiai sumažintų kainas, bet būtų naudingas prekybininkams.","Tačiau privalo užtikrinti lygias ir sąžiningas konkurencijos sąlygas.","Darbo rinka gali būti laisvinama tik užtikrinus patikimą nedarbo draudimą.",,"Bausmės turi būti neišvengiamos.","Lietuvos visuomenė turėtų apsispręsti, ar XXI amžiuje nereikėtų lietuviško raidyno papildyti trimis lotyniškomis raidėmis.","Tai nebūtų problemos sprendimas, nes nešalintų jos priežasčių.","Imigracija turi būti ribojama, atsižvelgus į visuomenės interesus.","Lietuvos problema – nepagrįsti privataus gyvenimo apribojimai: piliečiai nėra apsaugoti nuo tarnybų savivalės.","Taikios protesto akcijos – konstitucinė piliečių teisė. Valdžia ne kartą Lietuvoje ją yra pažeidusi.",,"Nebūdamas moterimi nedrįstu spręsti","Nors visi klausimai dėl viešųjų erdvių turėtų būti iš anksto sąžiningai aptariami su piliečiais.","Lietuva tai turėjo daryti daug anksčiau tardamasi ir gerindama santykius su Baltarusija.",,,,"Būtent dėl Rusijos agresyvumo ir įtemptų santykių ir reikia stiprinti Lietuvos karinį pajėgumą.","Lietuva, gerbdama save, turi reikalauti pripažinti okupaciją ir jos padarytą milžinišką žalą.",,"Bet turi būti užtikrintos saugios tarnybos sąlygos ir dar aktyviau skatinama savanorystė.","Paveldėtos Lietuvos pilietybės niekas neturėtų atimti prieš  žmogaus valią.","Į šį klausimą sąžiningai galėsime atsakyti po ilgesnio laiko.","Tai turi būti susitarimo reikalas. Būtina atsižvelgti ir į pabėgėlių, kaip žmonių, valią. Solidarizuotis galima įvairiais būdais.",,"Internetinio balsavimo galimybę reikia suteikti užsienio lietuviams."
"Irena Zaleskienė","Lietuvos sąrašas",1426,2,0,1,3,3,2,3,1,3,1,1,3,1,4,1,4,3,1,3,1,4,1,0,0,4,1,0,2,3,1,"Turėtų būti didinama, proporcingai verslo pelno augimui.","Valstybė turėtų didinti kapitalo, bet ne darbo apmokestinimą.
Ir būtinai tobulinti socialinių paslaugų kokybę, ne tik plėsti jų kiekybę.","Būtina darbuotojų skaičiaus mažinimą derinti su paslaugų kokybe.","Silpniausia visuomenės dalis turi būti apsaugota nuo bet kokios „diržų veržimosi politikos“","Nes tai veikiausiai būtų naudinga tik prekybininkams","Bet nustatyti ir prižiūrėti konkurencingumo sąlygas.","Negalima kurti palankesnes verslo sąlygas vien tik darbuotojų sąskaita.","Nes tai pagrindinė bet kokios visuomenės išlikimo sąlyga","Bausmių griežtinimas negelbsti nuo nusikaltimų plėtros (tai įrodo įvairiose pasaulio šalyse atlikti tyrimai).","Tai asmenų tapatumo dalis, kurios niekas neturi teisės riboti.","Pasaulio praktika rodo, jog tai veiksminga priemonė mažinant alkoholizmą","Nebent Lietuvos piliečių interesai būtų pažeidžiami","Privatus Lietuvos piliečių gyvenimas iki šiol nėra ir taip pakankamai apsaugotas.","Nes tai viena svarbiausių taikaus  pilietinio pasipriešinimo formų","Ši teisė yra viena iš pagrindinių žmogaus teisių","Moteris turi teisę į „savyje“ prasidėjusio  vyksmo reguliavimą","Nes tam nėra rimtų argumentų","Deja, diskusijos su Baltarusija turėjo būti pradėtos gerokai anksčiau","Kai kurių psichologų nuomone, draudimai gali tik „suvilioti“ daugelį jaunų žmonių.",,"Jokia abejotina ekonominė nauda negali kompensuoti moralinės prievartos valstybės piliečiams.","Tai mūsų valstybės išlikimo garantas.","Deja, neturiu pakankamai teisinių žinių ir supratimo valstybės imuniteto klausimais.",,"Aišku, jeigu tai nevirs „šaukštinių“ kariuomene.","Lietuvos pilietybės niekas „nedavė“, todėl  niekas jos negali „atimti“.","Atsakymą į šį klausimą rasime netolimoje ateityje.","Pabėgėlių skirstymas, neatsižvelgiant į jų pačių norus ir interesus yra tiesiog antihumaniškas.","Susilpnintų politinių partijų, kurios yra demokratijos garantas, raidą.","Tai neišvengiama procedūra  šiuolaikinimae modernios pilietinės visuomenės kūrimosi etape."
"Liudas Bradauskas","Lietuvos sąrašas",1030,4,4,1,4,1,1,4,1,2,3,3,2,2,4,4,3,3,1,4,1,4,2,4,4,3,1,2,1,2,2,,"Pagrindinę mokesčių naštą reikia perkelti nuo darbo ant kapitalo","Nemanau, kad paslaugų kiekis mažėtų. Didėtų efektyvumas",,"Reikėtų rasti būdų neleisti tuo pasinaudoti nesąžiningam verslui","Valstybė turi užtikrinti teisingai lygias sąlygas",,,"Svarbiau. Kad bausmė būtų neišvengiama",,"Tai nešalina problemos priežasčių.",,,,,,"Šiuo, kaip ir kitais klausimais turėtų būti diskutuojama su visuomene.",,,,,"Tik privalu užtikrinti skaidrų viešųjų finansų naudojimą",,,,,,,,
"Mindaugas Šimkūnas","Lietuvos sąrašas",111,4,4,1,4,1,1,4,2,2,4,2,2,1,4,4,4,4,4,4,1,4,4,4,4,2,1,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Robertas Ramanauskas","Lietuvos sąrašas",1420,3,3,1,2,3,3,2,1,3,2,3,3,1,2,2,3,4,3,1,1,4,1,1,1,4,2,3,3,2,2,"Tai, kad Lietuvos žmonių pajamos nesuteikia galimybės turėti orų vartojimo krepšelį yra didžiausia nepagarba žmogui ir verslo bei politikų atsakomybės dalykas. gerinti socialinę žmonių padėtį būtina, bet negalima elgtis neatsakingai, kaip tai padarė Graikijos politikai. Lietuvos sąrašas siekia socialiai solidarios ekonomikos, kuri užtikrins nuoseklų žmonių padėties gerėjimą, bet mes neduodame nerealių populistinių pažadų, o siekiame, kad būtų sutvarkyta ekonomika taip, kad būtų galima pasidžiaugti ne tik statistiniais rodikliais, bet ir išaugusia žmonių gerove.","mokesčių politika turi tarnauti viešajam interesui, o ne lopyti biudžeto skyles, kurias sukuria neatsakingas mokesčių mokėtojų pinigų švaistymas, išlaidos išpūstam administraciniam aparatui, ar jokios apčiuopiamos naudos neduodančioms viešojo sektoriaus įstaigoms išlaikyti. Mokesčių politikos sferoje siekiame mažinti darbo apmokestinimo lygį, kas palengvintų ir verslo padėtį, keičiant progresine mokesčių sistema. Tačiau nemanome, kad tokie siūlymai, kokius kelia pvz., darbo partijos pirmininkas V. Mazuronis, pasiūlęs apmokestinti senus automobilius, nes tokie siūlymai yra nekorektiški, nes ne iš gero gyvenimo Lietuvos žmones perka senus naudotus Vakaruose automobilius.","Dalis valstybės teikiamų paslaugų yra tiesiog biurokratinio administravimo pateisinimo būdas. kita vertus, egzistuoja labai konkrečios metodikos, kurios leistų mažesniam valdininkų skaičiui suteikti valstybės paslaugas. tereikia įdiegti pažangias ir kiekvienam prieinamas e-valstybės paslaugas, bet ne tokias, kaip elektroninis mokesčių deklaravimas, kai deklaracijai užpildyti būtina turėti bent jau dalinį buhalterinį išsilavinimą.","Iš principo politikoje ir valdyme yra labai svarbus protingumo ir proporcingumo principas. Geras pavyzdys buvo fiskalinė I Lietuvos respublikos politika, kai buvo subalansuotas eksporto ir importo santykis, neleidęs sukurti valstybės biudžeto deficito. Šiais laikais gal ir yra sunku apseiti be užsienio skolos, ypač ekonomikos vystymui, bet tai turi būti daroma atsakingai ir turint perspektyvą, kad skola neturėtų būti grąžinama piliečių sąskaita.","PVM mažinimas ar didinimas ne išeitis. Būtina turėti aiškią socialinio ir ekonominio vystymosi programą, kuri sukurtų prielaidas nuosekliam vartotojų pajamų augimui, per darbo našumo, kvalifikacijos augimą.","Valstybė neturi kištis į verslą, jei jis nepažeidžia viešojo ar nacionalinio intereso, tačiau valstybė turi prisiimti atsakomybę už tai, kokia kryptimi per artimiausius du tris dešimtmečius vystysis ūkis, ji turi atsižvelgti į tokius dalykus, kaip gyventojų kvalifikacija, gamtiniai ištekliai, miestų ir kaimų ekonominis talpumas, šiuolaikines technologijų vystymosi gaires ir modeliuoti ekonominės valstybės raidos tendencijas ir kryptis. tai būtų tikras ir teisingas Valstybės daromos įtakos ekonomikai būdas.","verslui dažnai tenka taikytis prie kintančių rinkos sąlygų. kartais tiesiog reikia didinti arba mažinti darbuotojų skaičių, kartais reikia atsisakyti nenaudingo darbuotojo paslaugų. Tokiomis ir panašiomis aplinkybėmis turi būti sudarytos laisvesnės rankos darbdaviui. Tačiau yra atvejų, kai darbuotojų atleidimas kad ir kaip jis būtų liberalizuotas, turi būti amortizuojamas labai atsakingais  žmogaus teisių ir orumo prasme, bei sudaraytos prielaidos ir  galimybes ateityje vėl tapti darbo rinkos subjektu.","Būtina valstybės masto politika mažinanti aplinkos užterštumą, mažinanti energijos sąnaudas ir šviečiant šioje srityje gyventojus.","Teisės teorija ir praktika rodo, kad ne bausmių griežtumas, o jų neišvengiamumas yra geriausia nusikalstamumo prevencija. padoriam žmogui netyčinis per nusikalstamą aplaidumą padarytas nusižengimas ir jo patraukimo atsakomybėn faktas jau pats savaime virsta bausme.","manau, kad Lietuvos pilietis ar asmuo, turintis teisę gyventi Lietuvoje, turi teisę, kad asmens dokumentuose jo asmenvardis būtų rašomas originalo kalba. Niekas netrukdo parašyti papildomai asmenvardžio pagal lietuvišką jo transkripciją.","tai tik išorinė dalinė  alkoholizmo mažinimo prevencinė priemonė. Būtinos alternatyvos, socialinė ir medicininė pagalba. nepakenktų ir alkoholio vartojimo kultūros kaita.","Globaliame ir nesaugiame pasaulyje neišvengsime migracijos. Prietaringas požiūris į tai nėra normalus. Tačiau valstybė, jos saugumo tarnybos turi atlikti savo pareigą, kad pavojingiems asmenims patekti į Lietuvą nebūtų įmanoma. Reikia pažymėti, kad dalis emigrantų iš trečiųjų šalių atneša naujas kompetencijas. JAV ligoninės džiaugiasi indų gydytojais, arba įmonės, mokslo įstaigos stengiasi pasisamdyti japonų programuotoją.","tokie veiksmai galimi tik motyvuotu teismo sprendimu. bet koks tokio principo pažeidimas yra demokratinės visuomenės pagrindų griovimas.","tai gali būti taikoma tik antiįstatyminių akcijų atveju. manau, kad Lietuvoje yra pernelyg suvaržytos galimybės viešoms protesto akcijoms, o tai pažeidžia piliečių teises ir laisves, bei siaurina demokratijos veikimą.","Partnerystę tokios poros gali sudaryti, tačiau asmeniškai aš esu prieš vienalytes santuokas ir įvaikinimą, nes tai prieštarauja gamtos ir civilizacijos principams. išskirtinis atvejis, kai dviejų moterų poroje gimsta vaikas, kas yra natūralu.","Tai labai subtilu. Tai daugiau kultūros, nei teisės klausimas. Aukštesnė seksualinė kultūra leistų išvengti nepageidaujamo nėštumo. bet koks abortų draudimas vestų prie kriminalinių abortų, kas būtų dar pavojingiau.","Jos tėra sovietinio propagandinio meno artefaktai, neturintys ypatingos meninės vertės. tai okupacijos ženklai.","Aš kaip žmogus ir Lietuvos pilietis, labai norėčiau, kad Astravos AE nebūtų išvis, visgi...Nepaisant negatyvaus požiūrio dėl įvairių inicidentų ir jos artumo prie Lietuvos sienos, nėra realių svertų to padaryti. žymiai efektyviau bendradarbiauti su Baltarusija, kad elektrinė būtų saugesnė. Momentas tam užkirsti kelią yra praleistas!!!! Rusija neleis Baltarusijai to padaryti, nebent būtų itin stiprus ir efektyvus tarptsautinės bendruomenės spaudimas.","Bet kokia totalitarinė simbolika, išskyrus kultūros ar edukaciniais tikslais naudojama, yra prieštaraujanti Lietuvos istorinei patirčiai, tapatumui ir gali būti panaudojama kaip nedraugiškų valstybių minkštosios galios priemonė.","Politika turi remtis vertybėmis ir principais. Neoliberalistinis pragmatizmas toks pat pavojingas, kaip ir nuolaidžiavimas. turime XX a.4-to dešimtmečio patirtį, kuri neturėtų kartotis.","Sovietmetis suardė natūralią Lietuvos ekoniminę, socialinę, kultūrinę raidą. tai mitas. Apsigynę nuo sovietų agresijos suomiai gyvena nepalyginamai geriau, nei sėkmingiausiai iš Baltijos šalių besivystantys estai. Įdomu, kad Tarpukaryje suomiai lyginant su estai vadinti ""laukiniais"". tad sovietinės gerovės mitas yra Lietuvai žalingas, laikas jį pamiršti.","Santykių su Rusija pobūdis nuo Lietuvos beveik nepriklauso, o gebėjimai ir galimybės išsaugoti Nepriklausomybę ir teritorinį vientisumą yra pirmaeilis uždavinys.","Jau vien todėl, kad Lietuva, kuri postsovietinėms šalims yra laisvės, sėkmės ir principingumo pavyzdys.","Ne, nes tai reikštų susitaikymą su reokupacija. Yra visuotinai švenčiama gegužės 8-oji, Europos diena. pataikavimas Rusijai negarantuoja gerų santykių su ja. tai patvirtina istorinė patirtis.","Piliečio pareiga yra ginti Tėvynės laisvę, nepriklausomybę ir teritorinį vientisumą bei ateiti į pagalbą sąjungininkams ir tai neginčytina.","Manau, kad negausiai mūsų tautai kiekvienas lietuvis yra vertybė. aišku, kai kurie jų gali būti ir neverti ar pavojingi, tad turėtų būti saugikliai, bet ne trukdžiai.","Ne eure, o mentalitete problema, kad euro įvedimas turi negatyvių pasekmių.","Nepaisant individualių ar subjektyvių požiūrių į pabėgėlius, Lietuva turi laikytis ES susitarimų ir solidarumo. kad ES politika pabėgėlių atžvilgiu buvo trumparegiška yra kita problema.","Proporcinė sistema yra labiau pasiteisinanti ten, kur demokratija tik žengia pirmuosius žingsnius. Vienamandatėse apygardose išrinti Seimo nariai turi glaudesnį ryšį su rinkėjais, kas didina jų atsakomybės ribas.","Manau, kad taip, bet rinkimų skaidrumui jie turės tiek pat įtakos, kaip ir įprastinis balsavimas. tai ne būdo, o politinės kultūros ir moralės klausimas."
"Saulė Matulevičienė","Lietuvos sąrašas",1415,4,4,2,4,2,3,2,1,4,1,3,3,2,4,1,3,4,1,4,1,4,1,2,3,4,2,2,2,2,2,,"Socialinės paramos ir paslaugų išplėtimas galimas ir racionaliau panaudojant esamas lėšas","Valstybės teikiamos paslaugų nesumažėtų, jei viešojo sektoriaus darbuotojai dirbtų profesionaliai, efektyviai ir atsakingai.","Ekonominė politika turi būti solidari, sprendimai apskaičiuoti ir viešai aptarti.",,,"Suderinus darbdavių ir darbuotojų profsąjungų  interesus",,,,"Siūlau drausti alkoholio reklamą",,,,,,,"Neatleistinas valdančiųjų netoliaregiškumas – Astravo statybos intensyviai vyksta jau kelerius metus, reakcija pavėluota.",,,,,,,,"Iš asmens turimos pilietybės niekas atimti negali.",,"Tai susitarimų ir derybų objektas, svarbu, kad būtų paisoma žmonių teisių – ir LT gyventojų, ir pabėgėlių",,
